BIS Statistics Explorer
"Table B4: Consolidated positions on counterparties resident in Isle of Man"
"Country: Isle of Man"
Dataset: Consolidated banking statistics(CBS_PUB)
Unit: USD millions
Data updated: 19/01/2016 12:15
"Frequency","Measure","Reporting country","CBS bank type","CBS reporting basis","Balance sheet position","Type of instruments","Remaining maturity","Currency type of booking location","Counterparty sector","Counterparty country","Period",31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:AT:4R:F:I:A:U:TO1:A:IM,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,25.082,46.475,44.595,38.489,36.135,2.78,1.898,3.425
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4O:All excluding 4C banks, excl. domestic positions (=4R+4Q+4V)","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:5A:4O:F:I:A:U:TO1:A:IM,,,,,,,0,0,2767,2415,2696,2802,3018,2086,2152,2072,2420,2276,2422,2724,4890,6275,6243,5270,4624,4712,6810,5620,6619,7422,8775,8684,10163,10594,10743,8189,7137,7417,10676,10927,11589,12165,11323,10460,9975,9086,10139,8133,7905,7496,6986.697,7675.287,8223.592,7402.606,7489.532,7343.29,7668.342,7261.646,7380.971,6766.781,6077.622,5812.137,5292.532,4985.089
"Q:Quarterly","S:Amounts outstanding / Stocks","ES:Spain","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:ES:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,96,85,84,100,209,128,79,81,95,91,92,23,22,10,47,298,572,656,713,624,709,910,916,995,859,863,825,589,583,846,881,829,837,898,702,1093.365,1284.793,1491.025,1123.612,1055.086,1268.192,1315.43
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:CH:4R:F:C:A:A:TO1:A:IM,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,1211.954,1343.782,1393.247,1331.447,1215.725,1497.072,1290.892,1358.987
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","IM:Isle of Man",Q:S:AU:4R:U:C:A:A:TO1:B:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,6.877,0.003,0.002,0.002,0.001,0.001,11.994,1.116,11.699,0.002,0.001,0.001
"Q:Quarterly","S:Amounts outstanding / Stocks","FR:France","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","W:Guarantees extended","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:FR:4R:U:W:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,64,15,17,26,275,122,180,128,131,192,105,181,150,106,177,143,35,44,19,11,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,329
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:US:4R:F:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,589,639,793,825,719,779,1053
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:5A:4R:F:I:A:A:TO1:A:IM,9,-,-,-,-,-,0,0,3080,2845,3217,3193,3317,4345,4637,5055,6099,6288,7453,7773,10353,12443,12738,11434,10330,11029,14146,12494,15517,17030,17987,18211,19268,21922,23356,22613,20702,21768,27656,27702,27493,26584,24254,25236,23995,24530,24589,22057,22189,21809,21400.952,22472.765,21641.287,20001.971,19655.104,19643.395,19566.633,19403.598,19505.037,17969.994,18034.762,17319.343,18785.725,19389.496
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:AU:4R:F:I:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,336,336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109,98,110,101,105,111,101,133,143,144.952,151.765,143.287,135.971,141.104,124.395,169.481,149.607,181.081,144.956,137.904,130.915,143.124,139.07
"Q:Quarterly","S:Amounts outstanding / Stocks","DE:Germany","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:DE:4R:Q:C:A:A:TO1:A:IM,,,,,,,,,,,,,,-16,270,93,123,250,362,353,-103,117,-111,95,186,42,-166,-166,-169,-113,-19,235,-100,-52,-110,-69,140,-50,17,88,-86,-71,-98,-186,-223,-260,-222,-182,-151,-83,-237,-285,-347,-283,-453,-427,-1233,-1209,-1391,-1190,-1642,-1273,-1725,-1660
"Q:Quarterly","S:Amounts outstanding / Stocks","GR:Greece","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:GR:4R:F:I:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,17,17,210,210,153,153,16,16,16,6,12,7,12,10,12,5,74,78,63,4,4,4,4,2,2,2,13,15,18,15,19,18,14,18,19,19,19,599,362,358,17,14,6,6,442,436,430,424
"Q:Quarterly","S:Amounts outstanding / Stocks","5A:All reporting countries","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","IM:Isle of Man",Q:S:5A:4R:U:C:A:A:TO1:B:IM,,,,,,,,,,,,,,,,,,,,,,266,230,331,717,600,872,449,535,1313,579,1211,1206,1344,603,1690,778,1237,2423,1767,1740,1621,1529,1068,1010,259,2189,1790,1516,1531,1069.001,581.001,324.877,367.003,299.002,282.002,294.835,227.085,237.434,118.713,452.162,484.057,542.884,557.11
"Q:Quarterly","S:Amounts outstanding / Stocks","AT:Austria","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:AT:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,60.72,53.81,55.945,56.015
"Q:Quarterly","S:Amounts outstanding / Stocks","KR:South Korea","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:KR:4R:F:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.731,113.026,110.309,107.58,104.839,102.085,99.319
"Q:Quarterly","S:Amounts outstanding / Stocks","IT:Italy","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:IT:4R:F:C:A:A:TO1:A:IM,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,689,\,\,\,\,\,\,\,\,\,\,\,654.448,638.353,683.018,\,602.499,565.42,\,\
"Q:Quarterly","S:Amounts outstanding / Stocks","US:United States","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:US:4R:Q:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-188,-177,-235,-308,-216,-179,-249,-206
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:GB:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,1374,756,692,980,2211,2351,2062,3010,2840,3218,3248,3209,3194,3457,3406,2904,1674,1902,2426,2503,2639,2334,2686,2001,2138,2277,2348,1851,1875,1733,2111,4854,4475,4398,4717,4532,4834,4936,4410,4322,855,780,813
"Q:Quarterly","S:Amounts outstanding / Stocks","AU:Australia","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","X:Credit commitments","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:AU:4R:U:X:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,5.418,0.025,0.027,0.065,0.074,0.067,3.344,3.453,3.811,3.158,5.583,0.025,0.056
"Q:Quarterly","S:Amounts outstanding / Stocks","JP:Japan","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","B:Banks, total","IM:Isle of Man",Q:S:JP:4R:U:C:A:A:TO1:B:IM,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,0,5,2,0,0,0,0,0,14,14,14,14,15,15,14,13,14,14,1,1,6,1,1,1,0,1,1,0,0,0.4,0.2,0.2,0.2
"Q:Quarterly","S:Amounts outstanding / Stocks","CH:Switzerland","4R:Domestic banks (4B), excl. domestic positions","Q:Net risk transfers (Inward - Outward)","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:CH:4R:Q:C:A:A:TO1:A:IM,,,,,,,,,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,-247.349,-384.303,-310.382,-230.074,-187.73,-438.562,-131.902,-309.573
"Q:Quarterly","S:Amounts outstanding / Stocks","GB:United Kingdom","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","F:Non-bank financial institutions","IM:Isle of Man",Q:S:GB:4R:U:C:A:A:TO1:F:IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,990,947,2155,1577,3097,3198
"Q:Quarterly","S:Amounts outstanding / Stocks","SE:Sweden","4R:Domestic banks (4B), excl. domestic positions","F:Immediate counterparty basis","I:International claims","A:All instruments","U:Up to and including 1 year","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:SE:4R:F:I:A:U:TO1:A:IM,,,,,,,,,\,\,\,\,\,\,\,\,-,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,114,\,\,\,\,\,153,97,94,100,120,101,91.817,145.6,108.453,184.418,97.898,24.637,20.503,30.003
"Q:Quarterly","S:Amounts outstanding / Stocks","BE:Belgium","4R:Domestic banks (4B), excl. domestic positions","U:Ultimate risk basis","C:Total claims","A:All instruments","A:All maturities","TO1:All currencies","A:All sectors","IM:Isle of Man",Q:S:BE:4R:U:C:A:A:TO1:A:IM,,,,,,,,,,,,,,,,,,,,,,129,140,120,111,182,263,245,195,203,287,360,441,472,587,403,235,103,248,204,74,74,76,85,88,104,103,103,101,103,101,101,97,94,97,91,91,89,89,87,83,81,80,77
